term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
Fall2015,75632,NS 0314C,C,0,Maternal and Newborn Nursing Clinical,"[{'days': 'W', 'times': '0700am-0100pm', 'dates': '09/02-12/02', 'location': 'DH '}]",['W 0700am-0100pm 09/02-12/02 DH '],Karen H.  Burrows,7,7,0
Fall2015,75709,NS 0314C,D,0,Maternal and Newborn Nursing Clinical,"[{'days': 'F', 'times': '0700am-0100pm', 'dates': '09/04-12/04', 'location': 'GR '}]",['F 0700am-0100pm 09/04-12/04 GR '],Cathleen D.  Walker,6,7,-1
Fall2015,76751,NS 0314C,E,0,Maternal and Newborn Nursing Clinical,"[{'days': 'T', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'STM '}]",['T 0700am-0100pm 09/01-12/07 STM '],Jenna Alana  LoGiudice,7,7,0
Fall2015,75237,NS 0323,A,4,Pediatric Nursing,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'SON 214'}]",['MR 0200pm-0315pm 09/01-12/07 SON 214'],Eileen R.  O'Shea,37,37,0
Fall2015,75633,NS 0323C,A,0,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'YAL '}]",['T 0700am-0100pm 09/01-12/07 YAL '],Rachel D.  Greenberg,5,5,0
Fall2015,75634,NS 0323C,B,0,Pediatric Nursing Clinical,"[{'days': 'F', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'BH '}]",['F 0700am-0100pm 09/01-12/07 BH '],Elizabeth R.  Foden,5,5,0
Fall2015,75635,NS 0323C,C,0,Pediatric Nursing Clinical,"[{'days': 'W', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'YAL '}]",['W 0700am-0100pm 09/01-12/07 YAL '],Maura   Byrnes-Casey,6,6,0
Fall2015,75636,NS 0323C,D,0,Pediatric Nursing Clinical,"[{'days': 'W', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'YAL '}]",['W 0700am-0100pm 09/01-12/07 YAL '],Maura   Byrnes-Casey,5,6,-1
Fall2015,75637,NS 0323C,E,0,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'YAL '}]",['T 0700am-0100pm 09/01-12/07 YAL '],Gina M.  Reitmeyer,5,5,0
Fall2015,75832,NS 0323C,F,0,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'YAL '}]",['T 0700am-0100pm 09/01-12/07 YAL '],Gina M.  Reitmeyer,6,5,1
Fall2015,75833,NS 0323C,G,0,Pediatric Nursing Clinical,"[{'days': 'T', 'times': '0700am-0100pm', 'dates': '09/01-12/07', 'location': 'YAL '}]",['T 0700am-0100pm 09/01-12/07 YAL '],Rachel D.  Greenberg,6,5,1
Fall2015,75238,NS 0325,A,5,Medical Surgical Nursing II,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'SON 214'}]",['MR 0330pm-0445pm 09/01-12/07 SON 214'],Suzanne T.  Chaplik,30,27,3
Fall2015,75239,NS 0325,B,5,Medical Surgical Nursing II,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'SON 214'}]",['MR 1230pm-0145pm 09/01-12/07 SON 214'],Catherine   Sumpio,29,32,-3
Fall2015,75638,NS 0325C,A,0,Medical Surgical Nursing II Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '09/01-12/07', 'location': 'STV '}]",['T 0700am-0200pm 09/01-12/07 STV '],Rose   Iannino-Renz,7,7,0
Fall2015,75639,NS 0325C,B,0,Medical Surgical Nursing II Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '09/02-12/02', 'location': 'STV '}]",['W 0700am-0200pm 09/02-12/02 STV '],Rose   Iannino-Renz,8,8,0
Fall2015,75640,NS 0325C,C,0,Medical Surgical Nursing II Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '09/02-12/02', 'location': 'VA '}]",['W 0700am-0200pm 09/02-12/02 VA '],Mary M  Murphy,8,7,1
Fall2015,75641,NS 0325C,D,0,Medical Surgical Nursing II Clinical,"[{'days': 'W', 'times': '0700am-0200pm', 'dates': '09/01-12/07', 'location': 'NOR '}]",['W 0700am-0200pm 09/01-12/07 NOR '],Susan N.  Bartos,7,8,-1
Fall2015,75642,NS 0325C,E,0,Medical Surgical Nursing II Clinical,"[{'days': 'F', 'times': '0700am-0200pm', 'dates': '09/04-12/04', 'location': 'STV '}]",['F 0700am-0200pm 09/04-12/04 STV '],Sandy Natalie  Cayo,8,7,1
Fall2015,75643,NS 0325C,F,0,Medical Surgical Nursing II Clinical,"[{'days': 'F', 'times': '0700am-0200pm', 'dates': '09/04-12/04', 'location': 'YAL '}]",['F 0700am-0200pm 09/04-12/04 YAL '],Tanisha N.  Tyson,7,8,-1
Fall2015,75644,NS 0325C,G,0,Medical Surgical Nursing II Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '09/01-12/07', 'location': 'VA '}]",['T 0700am-0200pm 09/01-12/07 VA '],Diane   Avery,8,7,1
Fall2015,75645,NS 0325C,H,0,Medical Surgical Nursing II Clinical,"[{'days': 'T', 'times': '0700am-0200pm', 'dates': '09/01-12/07', 'location': 'NOR '}]",['T 0700am-0200pm 09/01-12/07 NOR '],Susan N.  Bartos,7,7,0
Fall2015,75396,NS 0330,A,4,"Community, Public and Global Health Nursing","[{'days': 'W', 'times': '0530pm-0800pm', 'dates': '09/01-12/07', 'location': 'BNW 253'}]",['W 0530pm-0800pm 09/01-12/07 BNW 253'],Diana R.  Mager,25,16,9
Fall2015,75676,NS 0330C,A,0,"Community, Public and Global Health Nursing Clinical","[{'days': 'W', 'times': '0800am-0430pm', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",['W 0800am-0430pm 09/01-12/07 BY ARR '],Jessica   Planas,8,7,1
Fall2015,75678,NS 0330C,B,0,"Community, Public and Global Health Nursing Clinical","[{'days': 'W', 'times': '0800am-0430pm', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",['W 0800am-0430pm 09/01-12/07 BY ARR '],Geraldine M.  Chalykoff,9,9,0
Fall2015,76752,NS 0330C,C,0,"Community, Public and Global Health Nursing Clinical","[{'days': 'T', 'times': '0800am-0430pm', 'dates': '09/01-12/07', 'location': 'BY ARR '}]",['T 0800am-0430pm 09/01-12/07 BY ARR '],Diana R.  Mager,8,0,8
Fall2015,76064,NS 0521,1,4,Advanced Nursing Roles for Systems Leadership and Improvement,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'SON 203'}]",['T 0500pm-0730pm 09/01-12/18 SON 203'],Lori Ellen  Broadbent,30,28,2
Fall2015,76065,NS 0523,1,4,Quality Outcomes Mgmt I,[],[],Sally O.  Gerard,8,8,0
Fall2015,76487,NS 0602,1,3,Healthcare Economics and Marketing,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'BNW 127'}]",['W 0500pm-0730pm 09/01-12/18 BNW 127'],Anna-Maria   Aksan,14,10,4
Fall2015,76066,NS 0604,1,4,Advanced Health Assessment,"[{'days': 'W', 'times': '0500pm-0900pm', 'dates': '09/01-12/18', 'location': 'SON 212'}, {'days': 'W', 'times': '0500pm-0900pm', 'dates': '09/01-12/18', 'location': 'SON 214'}]","['W 0500pm-0900pm 09/01-12/18 SON 212', 'W 0500pm-0900pm 09/01-12/18 SON 214']",Ralph V.  Tremaglio,21,18,3
Fall2015,75889,NS 0605,1,3,Advanced Healthcare Policy,"[{'days': 'M', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'SON 214'}]",['M 0500pm-0730pm 09/01-12/18 SON 214'],Catherine   Sumpio,25,22,3
Fall2015,75890,NS 0608,1,3,Research Methods for Evidenced-Based Practice,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/03-09/10', 'location': 'SON 124'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '10/22-10/22', 'location': 'SON 124'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '11/19-11/19', 'location': 'SON 124'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '12/03-12/10', 'location': 'SON 124'}]","['R 0500pm-0730pm 09/03-09/10 SON 124', 'R 0500pm-0730pm 10/22-10/22 SON 124', 'R 0500pm-0730pm 11/19-11/19 SON 124', 'R 0500pm-0730pm 12/03-12/10 SON 124']",Nancy N.  Manister,14,8,6
Fall2015,76086,NS 0608,2,3,Research Methods for Evidenced-Based Practice,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'DH '}]",['R 0500pm-0730pm 09/01-12/18 DH '],Carole A.  Shea,24,23,1
Fall2015,76953,NS 0608,3,3,Research Methods for Evidenced-Based Practice,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/03-09/03', 'location': 'SON 214'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/17-09/17', 'location': 'SON 214'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '10/15-10/15', 'location': 'SON 214'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '11/12-11/12', 'location': 'SON 214'}, {'days': 'R', 'times': '0500pm-0730pm', 'dates': '12/10-12/10', 'location': 'SON 214'}]","['R 0500pm-0730pm 09/03-09/03 SON 214', 'R 0500pm-0730pm 09/17-09/17 SON 214', 'R 0500pm-0730pm 10/15-10/15 SON 214', 'R 0500pm-0730pm 11/12-11/12 SON 214', 'R 0500pm-0730pm 12/10-12/10 SON 214']",Sally O.  Gerard,25,15,10
Fall2015,75891,NS 0609,1,1,Role Reflective Practice for MSN-DNP Students,"[{'days': 'W', 'times': '0300pm-0400pm', 'dates': '09/02-09/02', 'location': 'BNW 127'}]",['W 0300pm-0400pm 09/02-09/02 BNW 127'],Cynthia A.  Bautista,11,6,5
Fall2015,75892,NS 0610,1,3,Advanced Nursing Roles and Reflective Practice,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/01-12/18', 'location': 'BNW 254'}]",['W 0200pm-0430pm 09/01-12/18 BNW 254'],Linda N.  Roney,40,40,0
Fall2015,75893,NS 0613,1,3,Finance and Quality Management in Healthcare Organizations,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'SON 124'}]",['W 0500pm-0730pm 09/01-12/18 SON 124'],Harvey   Hoffman,20,13,7
Fall2015,75894,NS 0614,1,3,Information Technology for Healthcare Improvement,"[{'days': 'M', 'times': '0500pm-0730pm', 'dates': '09/14-09/14', 'location': 'SON 124'}, {'days': 'M', 'times': '0500pm-0730pm', 'dates': '10/05-10/05', 'location': 'SON 124'}, {'days': 'M', 'times': '0500pm-0730pm', 'dates': '11/02-11/02', 'location': 'SON 124'}, {'days': 'M', 'times': '0500pm-0730pm', 'dates': '11/30-11/30', 'location': 'SON 124'}, {'days': 'M', 'times': '0500pm-0730pm', 'dates': '12/07-12/07', 'location': 'SON 124'}]","['M 0500pm-0730pm 09/14-09/14 SON 124', 'M 0500pm-0730pm 10/05-10/05 SON 124', 'M 0500pm-0730pm 11/02-11/02 SON 124', 'M 0500pm-0730pm 11/30-11/30 SON 124', 'M 0500pm-0730pm 12/07-12/07 SON 124']",Linda N.  Roney,22,20,2
Fall2015,76088,NS 0640,1,3,Advanced Physiology and Pathophysiology,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'SON 203'}]",['W 0500pm-0730pm 09/01-12/18 SON 203'],Sheila Carey  Grossman,45,43,2
Fall2015,75897,NS 0642,1,3,Adult Health I,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'SON 124'}]",['T 0500pm-0730pm 09/01-12/18 SON 124'],Sheila Carey  Grossman,19,11,8
Fall2015,75898,NS 0645,1,3,Care of Children and Families,"[{'days': 'W', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'CNS 9'}]",['W 0500pm-0730pm 09/01-12/18 CNS 9'],Jaclyn Elizabeth  Conelius,18,12,6
Fall2015,75899,NS 0646,1,4,"Practicum in Care of Women, Children, and Families","[{'days': 'W', 'times': '0740pm-0840pm', 'dates': '09/01-12/18', 'location': 'CNS 9'}]",['W 0740pm-0840pm 09/01-12/18 CNS 9'],Jaclyn Elizabeth  Conelius,18,12,6
Fall2015,77089,NS 0648,JC,2,Independent Study: Practicum in Care of At-Risk Populations,[],[],Jaclyn Elizabeth  Conelius,0,4,-4
Fall2015,75900,NS 0650,1,3,Psychopathology,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/01-12/18', 'location': 'BNW 236'}]",['R 0500pm-0730pm 09/01-12/18 BNW 236'],Kathleen A.  Wheeler,15,13,2
Fall2015,75901,NS 0661,1,2,Mental Health Nursing of Groups and Families Across the Lifespan,"[{'days': 'W', 'times': '0500pm-0640pm', 'dates': '09/01-12/18', 'location': 'BNW 236'}]",['W 0500pm-0640pm 09/01-12/18 BNW 236'],Joyce Muriel  Shea,14,9,5
Fall2015,75902,NS 0666B,1,4,Practicum II: PMHNP,"[{'days': 'W', 'times': '0650pm-0750pm', 'dates': '09/01-12/18', 'location': 'BNW 236'}]",['W 0650pm-0750pm 09/01-12/18 BNW 236'],Joyce Muriel  Shea,10,9,1
Fall2015,76966,NS 0669,1,4,Advanced Pathophysiology for Anesthesia Practice,"[{'days': 'R', 'times': '0430pm-0750pm', 'dates': '09/01-12/18', 'location': 'BNW 253'}]",['R 0430pm-0750pm 09/01-12/18 BNW 253'],Sheila Carey  Grossman,29,29,0
Fall2015,75903,NS 0687,1,1.000-6.000,DNP Immersion,[],[],Joyce Muriel  Shea,30,30,0
Fall2015,75904,NS 0687,2,1.000-6.000,DNP Immersion,[],[],Nancy A.  Moriber,30,25,5
Fall2015,77105,NS 0687F,1,1,DNP Immersion,[],[],Diana R.  Mager,6,0,6
Fall2015,76641,NS 0697,1,1,DNP Seminar I,[],[],Nancy A.  Moriber,15,13,2
Fall2015,77102,NS 0698,1,6,DNP Clinical Pract / Ind Study,[],[],Nancy A.  Moriber,0,1,-1
Fall2015,76965,NS 0699,1,1,DNP Seminar II,"[{'days': 'M', 'times': '0345pm-0445pm', 'dates': '09/14-09/14', 'location': 'BNW 236'}, {'days': 'M', 'times': '0345pm-0445pm', 'dates': '10/19-10/19', 'location': 'BNW 236'}, {'days': 'M', 'times': '0345pm-0445pm', 'dates': '11/30-11/30', 'location': 'BNW 236'}]","['M 0345pm-0445pm 09/14-09/14 BNW 236', 'M 0345pm-0445pm 10/19-10/19 BNW 236', 'M 0345pm-0445pm 11/30-11/30 BNW 236']",Cynthia A.  Bautista,19,18,1
Fall2015,75907,NSAN 0676,1,1,Clinical Practicum I,[],[],Nancy A.  Moriber,15,13,2
Fall2015,76591,NSAN 0681,1,1,Clinical Correlation Conference II,"[{'days': 'R', 'times': '0330pm-0530pm', 'dates': '09/01-12/18', 'location': 'BNW 127'}]",['R 0330pm-0530pm 09/01-12/18 BNW 127'],John J.  Orazietti,11,11,0
Fall2015,75909,NSAN 0682,1,2,Clinical Practicum IV,[],[],Nancy A.  Moriber,11,11,0
Fall2015,76967,NSAN 0688,1,2,Principles of Nurse Anesthesia Practice III,"[{'days': 'M', 'times': '0330pm-0530pm', 'dates': '09/01-12/18', 'location': 'BNW 127'}]",['M 0330pm-0530pm 09/01-12/18 BNW 127'],John J.  Orazietti,15,14,1
Fall2015,75265,OM 0101,A,3,Operations Management,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DSB 115'}]",['TF 1100am-1215pm 09/01-12/07 DSB 115'],Kanwalroop Kathy  Dhanda,29,27,2
Fall2015,75266,OM 0101,B,3,Operations Management,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 109'}]",['TF 0200pm-0315pm 09/01-12/07 DSB 109'],Kanwalroop Kathy  Dhanda,29,27,2
Fall2015,75267,OM 0101,C,3,Operations Management,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/01-12/07', 'location': 'DSB 106'}]",['MR 0800am-0915am 09/01-12/07 DSB 106'],Patrick S.  Lee,29,25,4
Fall2015,75268,OM 0101,D,3,Operations Management,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'DSB 109'}]",['MR 0930am-1045am 09/01-12/07 DSB 109'],Xin Xin   He,29,29,0
Fall2015,75269,OM 0101,E,3,Operations Management,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'DSB 108'}]",['MR 0330pm-0445pm 09/01-12/07 DSB 108'],Patrick S.  Lee,29,29,0
Fall2015,76387,OM 0101,F,3,Operations Management,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 109'}]",['T 0630pm-0900pm 09/01-12/07 DSB 109'],Jay   Krishnamoorthy,29,20,9
Fall2015,76699,OM 0101,G,3,Operations Management,"[{'days': 'R', 'times': '0600pm-0900pm', 'dates': '09/01-12/07', 'location': 'DSB 111'}]",['R 0600pm-0900pm 09/01-12/07 DSB 111'],Diane B.  Sklar,29,28,1
Fall2015,76969,OM 0500,1,3,Introduction to Business Analytics,"[{'days': 'R', 'times': '0630pm-0930pm', 'dates': '09/01-12/18', 'location': 'DSB 107'}]",['R 0630pm-0930pm 09/01-12/18 DSB 107'],Bruce   Bradford,20,9,11
Fall2015,75512,PH 0101,C01,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 306'}]",['TF 1230pm-0145pm 09/01-12/07 CNS 306'],Sara   Brill,0,19,-19
Fall2015,75513,PH 0101,C02,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 305'}]",['TF 0200pm-0315pm 09/01-12/07 CNS 305'],Sara   Brill,0,20,-20
Fall2015,75508,PH 0101,D,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 202'}]",['MR 1230pm-0145pm 09/01-12/07 CNS 202'],Wayne Richard  DeWitt,25,26,-1
Fall2015,75509,PH 0101,E,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'MCA 204'}]",['MR 1230pm-0145pm 09/01-12/07 MCA 204'],Ryan T.  Drake,25,25,0
Fall2015,75510,PH 0101,F,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'MCA 204'}]",['MR 0200pm-0315pm 09/01-12/07 MCA 204'],Ryan T.  Drake,25,25,0
Fall2015,75511,PH 0101,G,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'CNS 206'}]",['MR 0930am-1045am 09/01-12/07 CNS 206'],Dennis K.  Keenan,25,23,2
Fall2015,75514,PH 0101,H,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 206'}]",['MR 1100am-1215pm 09/01-12/07 CNS 206'],Dennis K.  Keenan,25,25,0
Fall2015,75515,PH 0101,I,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'DMH 348'}]",['TF 1100am-1215pm 09/01-12/07 DMH 348'],Maggie A.  Labinski,25,25,0
Fall2015,75517,PH 0101,J,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'DMH 348'}]",['TF 1230pm-0145pm 09/01-12/07 DMH 348'],Maggie A.  Labinski,25,25,0
Fall2015,75518,PH 0101,K,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'CNS 106'}]",['MR 0930am-1045am 09/01-12/07 CNS 106'],Douglas   Peduti,25,25,0
Fall2015,75520,PH 0101,L,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 206'}]",['MR 1230pm-0145pm 09/01-12/07 CNS 206'],Kris F.  Sealey,25,24,1
Fall2015,75521,PH 0101,M,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 303'}]",['MR 0200pm-0315pm 09/01-12/07 CNS 303'],Laura T.  Di Summa Knoop,25,24,1
Fall2015,75522,PH 0101,N,3,Introduction to Philosophy,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'CNS 15'}]",['MW 0500pm-0615pm 09/01-12/07 CNS 15'],Juniper A.  Alcorn,25,24,1
Fall2015,75523,PH 0101,O,3,Introduction to Philosophy,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'CNS 10'}]",['MW 0630pm-0745pm 09/01-12/07 CNS 10'],Juniper A.  Alcorn,25,25,0
Fall2015,75524,PH 0101,P,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 103'}]",['TF 0200pm-0315pm 09/01-12/07 CNS 103'],Jason A.  Smith,25,26,-1
Fall2015,75576,PH 0101,Q,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'CNS 103'}]",['TF 0330pm-0445pm 09/01-12/07 CNS 103'],Jason A.  Smith,25,24,1
Fall2015,75731,PH 0101,R,3,Introduction to Philosophy,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'MCA 206'}]",['TR 0500pm-0615pm 09/01-12/07 MCA 206'],Pamela E.  Corcoran,25,23,2
Fall2015,75735,PH 0101,S,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 106'}]",['MR 0200pm-0315pm 09/01-12/07 CNS 106'],Jason A.  Smith,25,25,0
Fall2015,75736,PH 0101,T,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'CNS 106'}]",['MR 0330pm-0445pm 09/01-12/07 CNS 106'],Jason A.  Smith,25,23,2
Fall2015,75741,PH 0101,U,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 206'}]",['TF 1230pm-0145pm 09/01-12/07 CNS 206'],Laura T.  Di Summa Knoop,25,23,2
Fall2015,75879,PH 0101,V,3,Introduction to Philosophy,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'MCA 206'}]",['TR 0630pm-0745pm 09/01-12/07 MCA 206'],Pamela E.  Corcoran,25,16,9
Fall2015,75516,PH 0101,W,3,Introduction to Philosophy,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 202'}]",['MR 1100am-1215pm 09/01-12/07 CNS 202'],Wayne Richard  DeWitt,25,25,0
Fall2015,77071,PH 0101,X,3,Introduction to Philosophy,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 206'}]",['TF 0200pm-0315pm 09/01-12/07 CNS 206'],Laura T.  Di Summa Knoop,25,24,1
Fall2015,75525,PH 0200,A,3,Ancient Philosophy,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'CNS 101'}]",['TF 0930am-1045am 09/01-12/07 CNS 101'],Dawn M.  Jacob,20,20,0
Fall2015,75526,PH 0200,B,3,Ancient Philosophy,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 101'}]",['TF 1100am-1215pm 09/01-12/07 CNS 101'],Dawn M.  Jacob,20,19,1
Fall2015,75527,PH 0202,A,3,Modern Philosophy,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'CNS 108'}]",['MR 0330pm-0445pm 09/01-12/07 CNS 108'],Laura T.  Di Summa Knoop,20,18,2
Fall2015,75528,PH 0202,B,3,Modern Philosophy,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 204'}]",['MR 1100am-1215pm 09/01-12/07 CNS 204'],Steven Mitchell  Bayne,20,20,0
Fall2015,76777,PH 0204,A,3,20th Century Philosophy,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 108'}]",['TF 0200pm-0315pm 09/01-12/07 CNS 108'],Greg K.  Lew,20,17,3
Fall2015,76778,PH 0204,B,3,20th Century Philosophy,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'CNS 108'}]",['TF 1230pm-0145pm 09/01-12/07 CNS 108'],Greg K.  Lew,20,19,1
Fall2015,76779,PH 0205,A,3,Ancient Medicine & Philosophy,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'CNS 9'}]",['TF 1100am-1215pm 09/01-12/07 CNS 9'],Sara   Brill,20,21,-1
Fall2015,75529,PH 0209,A,3,Existentialism,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'CNS 1'}]",['MR 0330pm-0445pm 09/01-12/07 CNS 1'],Douglas   Peduti,20,21,-1
Fall2015,75530,PH 0209,B,3,Existentialism,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'CNS 104'}]",['MR 0200pm-0315pm 09/01-12/07 CNS 104'],Douglas   Peduti,20,20,0
Fall2015,75531,PH 0209,C,3,Existentialism,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/01-12/07', 'location': 'MCA 107'}]",['TR 0500pm-0615pm 09/01-12/07 MCA 107'],Phillip   Stambovsky,20,20,0
Fall2015,75767,PH 0209,D,3,Existentialism,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '09/01-12/07', 'location': 'MCA 107'}]",['TR 0630pm-0745pm 09/01-12/07 MCA 107'],Phillip   Stambovsky,20,23,-3
Fall2015,76780,PH 0212,A,3,Critical Theory,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/01-12/07', 'location': 'MCA 204'}]",['MR 1100am-1215pm 09/01-12/07 MCA 204'],Ryan T.  Drake,20,22,-2
Fall2015,75867,PH 0217,A,3,Logic,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/01-12/07', 'location': 'CNS 202'}]",['MR 0930am-1045am 09/01-12/07 CNS 202'],Wayne Richard  DeWitt,20,23,-3
Fall2015,75768,PH 0240,A,3,Introduction to Asian Philosophies,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/01-12/07', 'location': 'DSB 112'}]",['TF 0200pm-0315pm 09/01-12/07 DSB 112'],Urbano L.  Rodrigues,20,21,-1
Fall2015,75769,PH 0240,B,3,Introduction to Asian Philosophies,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/01-12/07', 'location': 'DSB 112'}]",['TF 0330pm-0445pm 09/01-12/07 DSB 112'],Urbano L.  Rodrigues,20,19,1
Fall2015,75532,PH 0250,A,3,Ethical Theory,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/01-12/07', 'location': 'BNW 254A'}]",['TF 1230pm-0145pm 09/01-12/07 BNW 254A'],Toby J.  Svoboda,20,19,1
